val,test,train
,,slide_162
,,slide_163
,,slide_164
,,slide_165
,,slide_166
,,slide_168
,,slide_169
,,slide_170
,,slide_171
,,slide_172
,,slide_173
,,slide_18
,,slide_174
,,slide_176
,,slide_177
,,slide_178
,,slide_179
,,slide_180
,,slide_181
,,slide_183
,,slide_19
,,slide_184
,,slide_186
,,slide_187
,,slide_188
,,slide_190
,,slide_191
,,slide_193
,,slide_20
,,slide_194
,,slide_199
,,slide_200
,,slide_201
,,slide_203
,,slide_2
,,slide_21
,,slide_207
,,slide_208
,,slide_209
,,slide_212
,,slide_213
,,slide_22
,,slide_214
,,slide_215
,,slide_217
,,slide_218
,,slide_219
,,slide_221
,,slide_222
,,slide_223
,,slide_23
,,slide_224
,,slide_225
,,slide_226
,,slide_228
,,slide_229
,,slide_230
,,slide_232
,,slide_233
,,slide_24
,,slide_234
,,slide_236
,,slide_238
,,slide_239
,,slide_240
,,slide_241
,,slide_242
,,slide_243
,,slide_25
,,slide_245
,,slide_246
,,slide_247
,,slide_249
,,slide_250
,,slide_251
,,slide_252
,,slide_253
,,slide_254
,,slide_255
,,slide_258
,,slide_259
,,slide_260
,,slide_262
,,slide_263
,,slide_27
,,slide_264
,,slide_265
,,slide_266
,,slide_267
,,slide_268
,,slide_269
,,slide_270
,,slide_272
,,slide_273
,,slide_274
,,slide_275
,,slide_276
,,slide_278
,,slide_279
,,slide_280
,,slide_281
,,slide_282
,,slide_29
,,slide_284
,,slide_285
,,slide_286
,,slide_287
,,slide_288
,,slide_289
,,slide_290
,,slide_291
,,slide_292
,,slide_294
,,slide_295
,,slide_296
,,slide_299
,,slide_301
,,slide_302
,,slide_303
,,slide_3
,,slide_31
,,slide_305
,,slide_306
,,slide_309
,,slide_310
,,slide_311
,,slide_312
,,slide_313
,,slide_32
,,slide_315
,,slide_316
,,slide_317
,,slide_318
,,slide_319
,,slide_321
,,slide_322
,,slide_33
,,slide_324
,,slide_325
,,slide_326
,,slide_328
,,slide_329
,,slide_330
,,slide_331
,,slide_332
,,slide_333
,,slide_334
,,slide_34
,,slide_335
,,slide_336
,,slide_337
,,slide_339
,,slide_340
,,slide_341
,,slide_342
,,slide_344
,,slide_345
,,slide_346
,,slide_348
,,slide_349
,,slide_350
,,slide_352
,,slide_353
,,slide_354
,,slide_36
,,slide_355
,,slide_358
,,slide_359
,,slide_360
,,slide_361
,,slide_362
,,slide_363
,,slide_364
,,slide_37
,,slide_365
,,slide_366
,,slide_367
,,slide_370
,,slide_371
,,slide_372
,,slide_373
,,slide_374
,,slide_38
,,slide_375
,,slide_376
,,slide_377
,,slide_378
,,slide_379
,,slide_380
,,slide_382
,,slide_383
,,slide_384
,,slide_39
,,slide_385
,,slide_386
,,slide_387
,,slide_388
,,slide_389
,,slide_390
,,slide_391
,,slide_392
,,slide_393
,,slide_394
,,slide_40
,,slide_396
,,slide_397
,,slide_402
,,slide_403
,,slide_404
,,slide_4
,,slide_5
,,slide_41
,,slide_405
,,slide_406
,,slide_407
,,slide_408
,,slide_409
,,slide_410
,,slide_411
,,slide_412
,,slide_413
,,slide_414
,,slide_42
,,slide_416
,,slide_417
,,slide_418
,,slide_419
,,slide_420
,,slide_421
,,slide_422
,,slide_423
,,slide_424
,,slide_425
,,slide_43
,,slide_426
,,slide_427
,,slide_428
,,slide_429
,,slide_430
,,slide_432
,,slide_433
,,slide_434
,,slide_44
,,slide_437
,,slide_438
,,slide_439
,,slide_440
,,slide_441
,,slide_442
,,slide_443
,,slide_45
,,slide_447
,,slide_448
,,slide_450
,,slide_451
,,slide_452
,,slide_453
,,slide_454
,,slide_455
,,slide_46
,,slide_456
,,slide_458
,,slide_459
,,slide_460
,,slide_462
,,slide_463
,,slide_464
,,slide_465
,,slide_47
,,slide_466
,,slide_467
,,slide_468
,,slide_469
,,slide_470
,,slide_471
,,slide_472
,,slide_473
,,slide_48
,,slide_476
,,slide_477
,,slide_478
,,slide_479
,,slide_480
,,slide_481
,,slide_482
,,slide_484
,,slide_49
,,slide_486
,,slide_487
,,slide_488
,,slide_489
,,slide_491
,,slide_492
,,slide_493
,,slide_494
,,slide_495
,,slide_50
,,slide_496
,,slide_497
,,slide_498
,,slide_499
,,slide_500
,,slide_502
,,slide_504
,,slide_505
,,slide_6
,,slide_506
,,slide_507
,,slide_509
,,slide_510
,,slide_511
,,slide_512
,,slide_513
,,slide_514
,,slide_515
,,slide_517
,,slide_518
,,slide_53
,,slide_54
,,slide_55
,,slide_56
,,slide_57
,,slide_58
,,slide_59
,,slide_60
,,slide_7
,,slide_61
,,slide_62
,,slide_63
,,slide_65
,,slide_66
,,slide_67
,,slide_69
,,slide_70
,,slide_8
,,slide_71
,,slide_72
,,slide_73
,,slide_75
,,slide_76
,,slide_77
,,slide_78
,,slide_79
,,slide_80
,,slide_81
,,slide_9
,,slide_83
,,slide_84
,,slide_86
,,slide_87
,,slide_88
,,slide_89
,,slide_91
,,slide_92
,,slide_93
,,slide_10
,,slide_95
,,slide_98
,,slide_99
,,slide_101
,,slide_102
,,slide_103
,,slide_521
,,slide_522
,,slide_523
,,slide_524
,,slide_526
,,slide_527
,,slide_528
,,slide_531
,,slide_532
,,slide_533
,,slide_534
,,slide_535
,,slide_536
,,slide_537
,,slide_538
,,slide_539
,,slide_540
,,slide_541
,,slide_544
,,slide_545
,,slide_546
,,slide_547
,,slide_548
,,slide_549
,,slide_550
,,slide_551
,,slide_552
,,slide_554
,,slide_555
,,slide_556
,,slide_557
,,slide_558
,,slide_559
,,slide_560
,,slide_561
,,slide_562
,,slide_563
,,slide_564
,,slide_565
,,slide_566
,,slide_567
,,slide_568
,,slide_569
,,slide_570
,,slide_571
,,slide_572
,,slide_573
,,slide_574
,,slide_575
,,slide_578
,,slide_581
,,slide_582
,,slide_584
,,slide_585
,,slide_586
,,slide_587
,,slide_588
,,slide_589
,,slide_590
,,slide_592
,,slide_594
,,slide_595
,,slide_597
,,slide_599
,,slide_600
,,slide_601
,,slide_602
,,slide_604
,,slide_605
,,slide_606
,,slide_607
,,slide_608
,,slide_609
,,slide_610
,,slide_611
,,slide_613
,,slide_614
,,slide_615
,,slide_616
,,slide_617
,,slide_619
,,slide_620
,,slide_621
,,slide_622
,,slide_624
,,slide_625
,,slide_626
,,slide_627
,,slide_628
,,slide_629
,,slide_630
,,slide_631
,,slide_633
,,slide_634
,,slide_635
,,slide_636
,,slide_637
,,slide_638
,,slide_639
,,slide_640
,,slide_642
,,slide_643
,,slide_644
,,slide_645
,,slide_646
,,slide_647
,,slide_648
,,slide_649
,,slide_650
,,slide_651
,,slide_652
,,slide_653
,,slide_654
,,slide_655
,,slide_656
,,slide_657
,,slide_658
,,slide_659
,,slide_660
,,slide_661
,,slide_662
,,slide_663
,,slide_664
,,slide_665
,,slide_666
,,slide_667
,,slide_668
,,slide_669
,,slide_671
,,slide_672
,,slide_673
,,slide_674
,,slide_675
,,slide_677
,,slide_678
,,slide_679
,,slide_680
,,slide_681
,,slide_682
,,slide_683
,,slide_684
,,slide_685
,,slide_686
,,slide_687
,,slide_688
,,slide_690
,,slide_691
,,slide_692
,,slide_693
,,slide_694
,,slide_695
,,slide_696
,,slide_697
,,slide_698
,,slide_700
,,slide_702
,,slide_703
,,slide_704
,,slide_706
,,slide_707
,,slide_708
,,slide_709
,,slide_712
,,slide_713
,,slide_715
,,slide_716
,,slide_717
,,slide_718
,,slide_719
,,slide_720
,,slide_722
,,slide_723
,,slide_724
,,slide_725
,,slide_726
,,slide_727
,,slide_728
,,slide_729
,,slide_730
,,slide_731
,,slide_732
,,slide_733
,,slide_734
,,slide_735
,,slide_736
,,slide_738
,,slide_739
,,slide_741
,,slide_743
,,slide_745
,,slide_746
,,slide_747
,,slide_748
,,slide_749
,,slide_750
,,slide_751
,,slide_752
,,slide_753
,,slide_755
,,slide_756
,,slide_757
,,slide_758
,,slide_760
,,slide_761
,,slide_762
,,slide_763
,,slide_767
,,slide_768
,,slide_769
,,slide_771
,,slide_772
,,slide_773
,,slide_774
,,slide_775
,,slide_776
,,slide_777
,,slide_778
,,slide_779
,,slide_781
,,slide_784
,,slide_785
,,slide_786
,,slide_787
,,slide_789
,,slide_790
,,slide_791
,,slide_793
,,slide_795
,,slide_796
,,slide_797
,,slide_800
,,slide_801
,,slide_802
,,slide_803
,,slide_804
,,slide_805
,,slide_809
,,slide_810
,,slide_811
,,slide_812
,,slide_813
,,slide_814
